17	17
100.9541	331.892417
101.7472	334.483179
102.4910	309.504917
103.2134	332.655652
104.0439	413.751202
104.9442	326.829121
106.0440	314.110263
107.0471	287.080456
107.9479	286.392884
108.6989	265.454886
109.3372	267.982254
110.2105	270.523259
110.9480	269.386324
111.5966	244.859507
112.5388	249.409348
113.5009	219.233984
114.2470	235.662270
115.0976	224.388623
115.7997	211.228421
116.5404	221.044017
117.2998	196.768139
117.8489	187.406574
118.4984	211.355139
119.4014	197.464115
120.1524	191.749069
120.6920	195.819515
121.1986	166.166080
121.7586	190.605568
122.3904	179.775913
123.0501	169.251667
124.2834	177.967976
125.4491	144.488367
125.9501	144.178832
126.4000	141.951268
127.0963	152.573234
127.9050	144.695107
128.7972	160.153758
129.6480	135.002706
130.1923	129.997230
131.2077	130.055381
132.7333	131.833257
134.2064	132.271254
135.1505	125.097491
135.9416	123.174306
136.7496	120.206492
137.4452	111.602932
138.1402	111.334880
138.7066	108.004637
139.2030	111.124259
139.7889	111.419333
140.4041	108.953932
140.9004	105.452823
141.3949	105.486615
142.0942	99.344149
142.7501	95.858278
143.6458	96.952497
144.8383	96.922319
145.7054	88.599813
146.2473	88.765709
147.0418	94.806418
148.1956	93.361827
149.0500	83.907813
149.6551	89.974511
150.2925	90.939479
150.9962	93.261712
152.7536	83.740301
153.4971	80.213696
154.3872	81.074725
155.3525	83.529676
